word,phonetic,pos,def,example,syn,ant,tags,premium,stub
Feign,,word,A vocabulary term from the group: Hide / cover / disguise.,"She underlined feign while reviewing the ""Hide / cover / disguise"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Fervent,,adjective,Describing something related to: Enthusiastic / excited.,"In the ""Enthusiastic / excited"" word cluster, fervent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Fervor,,noun,"A person, thing, or quality related to: Enthusiastic / excited.","In the ""Enthusiastic / excited"" word cluster, fervor helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Fetter,,word,A vocabulary term from the group: Restrain / x set free.,"In the ""Restrain / x set free"" word cluster, fetter helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Fidelity,,noun,"A person, thing, or quality related to: Disloyalty.","In the ""Disloyalty"" word cluster, fidelity helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Figurehead,,verb,"Having great strength, power, or force.","In the ""Without real power"" word cluster, figurehead helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Finesse,,word,A vocabulary term from the group: Skillful.,"She underlined finesse while reviewing the ""Skillful"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Fitfully,,adjective,Describing something related to: Irregular / periodically.,"She underlined fitfully while reviewing the ""Irregular / periodically"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Flag,/flæɡ/,verb,Become tired or less enthusiastic.,The team hoped the policy would flag the problem over time.,"wane,decline","strengthen,flourish",GRE,true,false
Flagging,,word,"Lacking strength, power, or effectiveness.","She underlined flagging while reviewing the ""To lose strength / to weaken"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Flagrant,,adjective,Describing something related to: Improper / inapropriate behaviour.,"She underlined flagrant while reviewing the ""Improper / inapropriate behaviour"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Flamboyance,,noun,"A person, thing, or quality related to: Show - off (−).","She underlined flamboyance while reviewing the ""Show - off (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Flaunt,,word,A vocabulary term from the group: Show - off (−).,"In the ""Show - off (−)"" word cluster, flaunt helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Flawed,,word,A vocabulary term from the group: Perfect.,"She underlined flawed while reviewing the ""Perfect"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Flawless,,adjective,Describing something related to: Perfect.,"She underlined flawless while reviewing the ""Perfect"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Fleeting,,word,A vocabulary term from the group: Short lived.,"In the ""Short lived"" word cluster, fleeting helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Flinch,,word,"Marked by fear, dread, or intimidation.",Even experienced climbers found the final ascent flinch in stormy weather.,,,GRE|GMAT|IELTS,false,false
Flippant,,adjective,Describing something related to: Disrespectfully casual / non-serious.,"In the ""Disrespectfully casual / non-serious"" word cluster, flippant helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Florid,/ˈflɒr.ɪd/,adjective,Excessively elaborate.,"In context, the word florid means excessively elaborate.","ornate,flowery","plain,austere",GRE,true,false
Flounder,,word,A vocabulary term from the group: Unsteady.,"She underlined flounder while reviewing the ""Unsteady"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Flout,/flaʊt/,verb,Openly disregard a rule.,The team hoped the policy would flout the problem over time.,"defy,scorn","obey,respect",GRE,true,false
Fluster,,word,A vocabulary term from the group: Disturbed / agitated.,"She underlined fluster while reviewing the ""Disturbed / agitated"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Foe,,word,A vocabulary term from the group: Supporter / x enemy.,"In the ""Supporter / x enemy"" word cluster, foe helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Foible,,adjective,Describing something related to: Perfect.,"She underlined foible while reviewing the ""Perfect"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Folly,,adjective,Describing something related to: Cautious / careful / x risky.,"In the ""Cautious / careful / x risky"" word cluster, folly helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Forebode,,verb,Indicate or warn of something to come.,Rising costs may forebode deeper cuts to public services.,,,GRE|GMAT|IELTS,false,false
Forecast,,word,A vocabulary term from the group: Prediction.,"She underlined forecast while reviewing the ""Prediction"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Foreground,,word,A vocabulary term from the group: Emphasize.,"She underlined foreground while reviewing the ""Emphasize"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Foremost,,word,A sign or warning of future events.,The foremost clouds suggested a storm was approaching fast.,,,GRE|GMAT|IELTS,false,false
Forerunner,,word,A vocabulary term from the group: Happening before main event.,"In the ""Happening before main event"" word cluster, forerunner helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Foresee,,noun,"A person, thing, or quality related to: Prediction.","She underlined foresee while reviewing the ""Prediction"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Foreshadow,,word,A sign or warning of future events.,She encountered the word foreshadow while studying advanced vocabulary for the GRE.,,,GRE|GMAT|IELTS,false,false
Foresight,,word,A vocabulary term from the group: Prediction.,"She underlined foresight while reviewing the ""Prediction"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Forestall,/fɔːˈstɔːl/,verb,Prevent by taking action first.,Early training can forestall costly mistakes later in the project.,"preempt,thwart","allow,permit",GRE,true,false
Foretell,,verb,To act in a way related to the idea of: Prediction.,"She underlined foretell while reviewing the ""Prediction"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Forethought,,word,A vocabulary term from the group: Planned / x spontaneous.,"She underlined forethought while reviewing the ""Planned / x spontaneous"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Forgery,,adjective,Intended to mislead or deceive.,"In the ""Fake / deceptive"" word cluster, forgery helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Forgo,,word,Given up or abandoned.,"She underlined forgo while reviewing the ""Give up"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Formulate,,verb,To act in a way related to the idea of: To make up / create.,"She underlined formulate while reviewing the ""To make up / create"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Forsake,,word,Given up or abandoned.,"She underlined forsake while reviewing the ""Give up"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Forthright,,word,"Honest, truthful, and straightforward.","Investors wanted a forthright explanation, not polished marketing language.",,,GRE|GMAT|IELTS,false,false
Fortify,,adjective,Describing something related to: Strengthen / support.,"She underlined fortify while reviewing the ""Strengthen / support"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Fortuitous,,adjective,Describing something related to: Lucky / x unlucky.,"In the ""Lucky / x unlucky"" word cluster, fortuitous helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Founder,,word,A vocabulary term from the group: Unsteady.,"She underlined founder while reviewing the ""Unsteady"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Fractious,,adjective,Describing something related to: Aggressive / argumentative.,"In the ""Aggressive / argumentative"" word cluster, fractious helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Fraternize,,verb,Bring to an end; stop or conclude.,"In the ""Friendly"" word cluster, fraternize helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Frenetic,,adjective,Describing something related to: Disturbed / agitated.,"In the ""Disturbed / agitated"" word cluster, frenetic helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Fringe,,word,A vocabulary term from the group: Unimportant / trivial.,"She underlined fringe while reviewing the ""Unimportant / trivial"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Frivolity,,noun,"A person, thing, or quality related to: Disrespectfully casual / non-serious.","In the ""Disrespectfully casual / non-serious"" word cluster, frivolity helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Frivolous,,adjective,Describing something related to: Disrespectfully casual / non-serious.,"She underlined frivolous while reviewing the ""Disrespectfully casual / non-serious"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Frustrate,,verb,To act in a way related to the idea of: Restrict / stop / prevent.,"In the ""Restrict / stop / prevent"" word cluster, frustrate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Fumble,,word,Feeling embarrassed or self-conscious.,"She underlined fumble while reviewing the ""Awkward / clumsy"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Fume,,word,"Full of anger, rage, or irritation.",Her fume reply showed she would not accept the excuse.,,,GRE|GMAT|IELTS,false,false
Furtive,,adjective,Describing something related to: Secret (−).,"She underlined furtive while reviewing the ""Secret (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Futile,/ˈfjuː.taɪl/,adjective,Incapable of producing results.,"In context, the word futile means incapable of producing results.","pointless,useless","effective,fruitful",GRE|IELTS,true,false
Gaiety,,noun,"Full of happiness, joy, or delight.",A gaiety crowd gathered outside the theater on opening night.,,,GRE|GMAT|IELTS,false,false
Gallant,,adjective,Showing courage or bravery in the face of difficulty.,"She underlined gallant while reviewing the ""Brave"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Gargantuan,,word,A vocabulary term from the group: Huge / big.,"In the ""Huge / big"" word cluster, gargantuan helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Garrulous,/ˈɡær.ʊ.ləs/,adjective,Excessively talkative.,The garrulous speaker left little time for questions from the audience.,"chatty,verbose","reserved,laconic",GRE,false,false
Gauche,,word,Feeling embarrassed or self-conscious.,"She underlined gauche while reviewing the ""Awkward / clumsy"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Gawky,,adjective,Feeling embarrassed or self-conscious.,"She underlined gawky while reviewing the ""Awkward / clumsy"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Generalize,,verb,To act in a way related to the idea of: To infer.,"In the ""To infer"" word cluster, generalize helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Genuine,,adjective,Intended to mislead or deceive.,"She underlined genuine while reviewing the ""Fake / deceptive"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Germane,,word,A vocabulary term from the group: Relevant.,"She underlined germane while reviewing the ""Relevant"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Ghastly,,adjective,Describing something related to: Horrifying / shocking.,"In the ""Horrifying / shocking"" word cluster, ghastly helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Gigantic,,adjective,Describing something related to: Huge / big.,"In the ""Huge / big"" word cluster, gigantic helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Gist,,word,A vocabulary term from the group: Summary.,"She underlined gist while reviewing the ""Summary"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Glorify,,adjective,Expressing praise or admiration.,The coach took a moment to glorify the team for its hard work.,,,GRE|GMAT|IELTS,false,false
Gluttony,,adjective,Describing something related to: Greed.,Critics accused the firm of gluttony behavior during the shortage.,,,GRE|GMAT|IELTS,false,false
Grandiose,,word,A vocabulary term from the group: Show - off (−).,"In the ""Show - off (−)"" word cluster, grandiose helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Grateful,,adjective,Describing something related to: Thankful / bound*.,"In the ""Thankful / bound*"" word cluster, grateful helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Gratify,,adjective,Describing something related to: Fully satisfied.,"In the ""Fully satisfied"" word cluster, gratify helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Gratitude,,word,A vocabulary term from the group: Thankful / bound*.,"She underlined gratitude while reviewing the ""Thankful / bound*"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Grave,,word,A vocabulary term from the group: Disrespectfully casual / non-serious.,"She underlined grave while reviewing the ""Disrespectfully casual / non-serious"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
